type,key,latency_ms,status_code,stale,version,rw_interval_ms
read,key-6,20.74,404,false,0,0.00
read,key-13,67.56,200,false,1,0.00
read,key-4,70.75,200,false,2,0.00
read,key-9,72.26,200,false,1,0.00
read,key-17,74.47,200,false,4,0.00
read,key-16,74.47,200,false,2,0.00
read,key-11,75.50,200,false,1,0.00
read,key-18,77.05,404,false,0,0.00
read,key-18,79.27,404,false,0,0.00
read,key-12,79.27,200,false,1,0.00
read,key-15,79.27,404,false,0,0.00
read,key-10,80.91,200,false,1,0.00
read,key-1,80.91,200,false,2,0.00
read,key-11,82.61,200,false,1,0.00
read,key-7,82.61,200,false,1,0.00
read,key-0,83.12,200,false,3,0.00
read,key-0,84.82,200,false,3,0.00
read,key-7,85.38,200,false,1,0.00
read,key-2,85.38,200,false,1,0.00
read,key-2,65.28,200,false,1,0.00
read,key-7,3.42,200,false,3,0.00
write,key-15,120.60,201,false,1,0.00
read,key-2,0.98,200,false,1,0.00
read,key-5,51.43,200,false,2,0.00
read,key-16,55.70,200,false,2,0.00
read,key-15,51.51,200,false,1,3.72
read,key-12,50.38,200,false,1,0.00
read,key-2,50.97,200,false,1,0.00
read,key-8,50.97,200,false,1,0.00
read,key-11,50.89,200,false,1,0.00
read,key-16,50.89,200,false,2,0.00
read,key-4,55.41,200,false,2,0.00
read,key-2,50.52,200,false,1,0.00
read,key-17,51.64,200,false,4,0.00
read,key-4,55.02,200,false,2,0.00
read,key-6,1.08,404,false,0,0.00
read,key-13,51.62,200,false,1,0.00
read,key-19,52.12,200,false,5,0.00
read,key-19,57.07,200,false,5,0.00
read,key-7,53.49,200,false,1,0.00
read,key-5,2.68,200,false,2,0.00
read,key-15,50.38,200,false,1,51.95
read,key-16,50.85,200,false,2,0.00
read,key-13,51.01,200,false,1,0.00
read,key-0,54.77,200,false,3,0.00
read,key-0,0.51,200,false,3,0.00
read,key-13,52.02,200,false,1,0.00
read,key-5,53.65,200,false,2,0.00
write,key-7,105.65,201,false,2,0.00
read,key-12,51.38,200,false,1,0.00
read,key-12,52.76,200,false,1,0.00
read,key-13,51.81,200,false,1,0.00
write,key-12,108.03,201,false,2,0.00
read,key-18,53.42,404,false,0,0.00
read,key-13,54.88,200,false,1,0.00
read,key-7,56.21,200,false,2,7.89
read,key-4,51.24,200,false,2,0.00
read,key-13,51.75,200,false,1,0.00
read,key-17,2.84,200,false,4,0.00
read,key-15,2.12,200,false,1,70.77
write,key-7,105.98,201,false,3,0.00
read,key-5,51.18,200,false,2,0.00
read,key-14,0.66,200,false,2,0.00
read,key-17,50.68,200,false,4,0.00
read,key-5,0.57,200,false,2,0.00
read,key-10,52.34,200,false,1,0.00
read,key-18,50.80,404,false,0,0.00
read,key-9,51.62,200,false,1,0.00
read,key-17,52.50,200,false,4,0.00
read,key-16,50.55,200,false,2,0.00
write,key-1,103.42,201,false,3,0.00
read,key-13,51.26,200,false,1,0.00
read,key-10,0.70,200,false,1,0.00
read,key-15,56.69,200,false,1,116.21
read,key-2,51.68,200,false,1,0.00
read,key-14,52.34,200,false,1,0.00
read,key-16,54.79,200,false,2,0.00
read,key-5,52.00,200,false,2,0.00
read,key-7,52.97,200,false,3,49.62
read,key-7,50.94,200,false,3,50.44
read,key-15,0.59,200,false,1,121.20
read,key-18,53.79,404,false,0,0.00
read,key-9,51.13,200,false,1,0.00
read,key-18,55.90,404,false,0,0.00
read,key-14,51.70,200,false,1,0.00
read,key-4,50.69,200,false,2,0.00
read,key-3,55.57,200,false,1,0.00
read,key-5,52.14,200,false,2,0.00
write,key-14,104.64,201,false,2,0.00
read,key-2,1.12,200,false,1,0.00
read,key-6,1.16,404,false,0,0.00
read,key-12,56.75,200,false,2,96.02
read,key-19,57.32,200,false,5,0.00
read,key-15,51.05,200,false,1,170.47
read,key-11,51.05,200,false,1,0.00
read,key-9,57.41,200,false,1,0.00
read,key-15,52.15,200,false,1,173.35
write,key-14,103.60,201,false,3,0.00
read,key-10,54.95,200,false,1,0.00
read,key-4,54.14,200,false,2,0.00
read,key-17,56.43,200,false,4,0.00
read,key-15,61.65,200,false,1,177.86
read,key-7,7.39,200,false,3,107.10
read,key-7,58.01,200,false,3,107.63
read,key-1,4.03,200,false,3,65.33
read,key-8,0.67,200,false,1,0.00
read,key-10,60.27,200,false,1,0.00
read,key-5,56.51,200,false,2,0.00
read,key-15,58.84,200,false,1,185.51
read,key-3,51.96,200,false,1,0.00
read,key-1,51.63,200,false,3,99.47
read,key-19,51.02,200,false,5,0.00
read,key-19,52.15,200,false,5,0.00
read,key-8,1.02,200,false,1,0.00
read,key-17,50.73,200,false,4,0.00
read,key-4,1.12,200,false,2,0.00
read,key-13,50.34,200,false,1,0.00
read,key-5,50.34,200,false,2,0.00
read,key-5,2.17,200,false,3,0.00
read,key-19,2.05,200,false,5,0.00
read,key-12,51.67,200,false,2,157.95
read,key-5,51.56,200,false,2,0.00
write,key-17,105.70,201,false,5,0.00
read,key-15,51.25,200,false,1,228.11
read,key-3,50.94,200,false,1,0.00
read,key-4,50.94,200,false,2,0.00
read,key-7,51.80,200,false,3,159.43
read,key-12,53.44,200,false,2,165.43
read,key-19,51.27,200,false,5,0.00
read,key-1,0.60,200,false,3,122.65
read,key-16,50.20,200,false,2,0.00
read,key-18,1.02,404,false,0,0.00
read,key-15,54.14,200,false,1,239.65
read,key-5,54.25,200,false,2,0.00
read,key-16,50.30,200,false,2,0.00
read,key-7,50.84,200,false,3,192.62
write,key-16,102.71,201,false,3,0.00
read,key-9,53.05,200,false,1,0.00
read,key-4,51.69,200,false,2,0.00
read,key-13,55.45,200,false,1,0.00
read,key-6,51.30,404,false,0,0.00
read,key-9,51.15,200,false,1,0.00
read,key-12,51.68,200,false,2,211.50
write,key-5,104.21,201,false,3,0.00
read,key-2,55.60,200,false,1,0.00
read,key-13,1.02,200,false,1,0.00
read,key-16,51.49,200,false,3,13.79
read,key-12,1.02,200,false,2,212.52
read,key-15,51.36,200,false,1,280.16
read,key-1,52.09,200,false,3,169.22
read,key-9,55.02,200,false,1,0.00
read,key-19,54.04,200,false,5,0.00
read,key-12,0.56,200,false,2,220.03
read,key-4,51.95,200,false,2,0.00
read,key-8,50.92,200,false,1,0.00
read,key-3,50.63,200,false,1,0.00
read,key-17,51.22,200,false,5,84.99
read,key-0,51.69,200,false,3,0.00
read,key-8,0.51,200,false,1,0.00
read,key-6,55.21,404,false,0,0.00
read,key-4,51.65,200,false,2,0.00
read,key-3,51.12,200,false,1,0.00
read,key-2,53.02,200,false,1,0.00
read,key-15,50.76,200,false,1,329.34
read,key-19,51.02,200,false,5,0.00
read,key-7,52.05,200,false,3,259.86
read,key-8,51.02,200,false,1,0.00
read,key-12,3.58,200,false,2,265.84
read,key-2,50.63,200,false,1,0.00
read,key-4,53.32,200,false,2,0.00
read,key-2,53.70,200,false,1,0.00
read,key-5,0.88,200,false,3,56.16
read,key-4,51.43,200,false,2,0.00
read,key-3,8.19,200,false,1,0.00
read,key-17,50.94,200,false,5,110.61
read,key-1,51.12,200,false,3,225.71
read,key-19,51.39,200,false,5,0.00
read,key-5,51.20,200,false,3,85.05
write,key-2,103.20,201,false,2,0.00
write,key-9,108.01,201,false,2,0.00
read,key-9,50.91,200,false,2,0.00
read,key-15,0.56,200,false,1,371.96
read,key-9,53.57,200,false,2,3.54
read,key-12,52.31,200,false,2,312.07
read,key-18,0.72,404,false,0,0.00
read,key-14,1.61,200,false,3,207.12
read,key-7,51.38,200,false,3,311.24
read,key-7,51.38,200,false,3,311.24
read,key-7,0.52,200,false,4,311.24
read,key-11,50.95,200,false,1,0.00
read,key-9,51.50,200,false,2,15.36
read,key-14,52.02,200,false,3,212.39
read,key-19,56.70,200,false,5,0.00
read,key-1,50.80,200,false,3,275.27
read,key-6,1.01,404,false,0,0.00
read,key-16,56.42,200,false,3,123.53
read,key-5,56.42,200,false,3,110.76
read,key-15,51.30,200,false,1,389.34
write,key-13,104.26,201,false,2,0.00
read,key-6,50.92,404,false,0,0.00
read,key-6,6.77,404,false,0,0.00
read,key-3,51.21,200,false,1,0.00
read,key-18,51.66,404,false,0,0.00
read,key-15,51.61,200,false,1,423.57
read,key-7,52.00,200,false,3,356.16
write,key-8,103.89,201,false,2,0.00
read,key-17,50.91,200,false,5,205.49
read,key-1,50.91,200,false,3,319.86
read,key-2,51.74,200,false,2,71.39
read,key-17,51.20,200,false,5,210.52
read,key-6,51.76,404,false,0,0.00
read,key-15,0.57,200,false,1,438.52
write,key-16,103.12,201,false,4,0.00
read,key-7,56.15,200,false,3,372.71
read,key-6,51.56,404,false,0,0.00
read,key-5,0.84,200,false,4,165.74
read,key-9,0.84,200,false,2,72.92
read,key-0,52.75,200,false,3,0.00
read,key-0,0.55,200,false,3,0.00
read,key-17,56.56,200,false,5,218.47
read,key-5,57.70,200,false,3,169.06
read,key-13,51.53,200,false,2,55.72
write,key-7,103.37,201,false,4,0.00
read,key-17,52.92,200,false,5,243.78
read,key-16,0.53,200,false,4,29.85
read,key-0,54.96,200,false,3,0.00
read,key-3,54.44,200,false,1,0.00
read,key-2,52.15,200,false,2,113.03
write,key-14,102.79,201,false,4,0.00
read,key-3,51.12,200,false,1,0.00
read,key-16,54.06,200,false,4,42.90
read,key-1,51.05,200,false,3,375.42
read,key-12,50.97,200,false,2,422.42
read,key-3,50.97,200,false,1,0.00
read,key-2,51.32,200,false,2,127.17
read,key-12,51.08,200,false,2,428.31
read,key-0,0.52,200,false,3,0.00
read,key-4,50.57,200,false,2,0.00
write,key-3,107.13,201,false,2,0.00
read,key-10,52.16,200,false,1,0.00
read,key-3,51.75,200,false,2,1.19
read,key-10,50.52,200,false,1,0.00
read,key-12,52.28,200,false,2,432.85
read,key-5,51.96,200,false,3,240.38
read,key-11,2.65,200,false,1,0.00
read,key-5,0.61,200,false,4,243.65
read,key-19,0.52,200,false,6,0.00
read,key-12,53.08,200,false,2,457.75
read,key-15,51.86,200,false,1,529.88
read,key-15,51.86,200,false,1,529.88
read,key-18,53.09,404,false,0,0.00
read,key-1,2.28,200,false,3,419.10
write,key-5,102.48,201,false,4,0.00
read,key-15,51.36,200,false,1,536.15
read,key-6,0.51,404,false,0,0.00
read,key-11,50.99,200,false,1,0.00
read,key-11,50.51,200,false,1,0.00
read,key-8,56.26,200,false,2,110.84
read,key-8,53.66,200,false,2,112.43
read,key-2,50.98,200,false,2,178.15
read,key-2,2.80,200,false,3,179.92
read,key-2,52.83,200,false,2,183.26
read,key-15,52.21,200,false,1,550.37
read,key-18,55.52,404,false,0,0.00
read,key-5,57.82,200,false,4,18.15
read,key-16,57.82,200,false,4,112.40
read,key-18,51.72,404,false,0,0.00
read,key-18,51.71,404,false,0,0.00
read,key-13,51.71,200,false,2,191.95
read,key-0,0.50,200,false,3,0.00
read,key-13,0.51,200,false,2,192.97
read,key-16,0.72,200,false,4,143.71
read,key-1,52.43,200,false,3,476.02
write,key-19,104.29,201,false,6,0.00
read,key-9,52.93,200,false,2,217.69
read,key-1,52.01,200,false,3,478.43
read,key-16,50.44,200,false,4,150.12
read,key-0,54.07,200,false,3,0.00
read,key-9,50.95,200,false,2,225.52
read,key-19,53.24,200,false,6,8.36
read,key-17,51.02,200,false,5,375.02
write,key-18,106.24,201,false,1,0.00
write,key-14,104.48,201,false,5,0.00
read,key-17,56.15,200,false,5,378.03
read,key-16,51.16,200,false,4,163.56
read,key-15,51.16,200,false,1,605.46
read,key-1,55.08,200,false,3,492.40
write,key-14,104.18,201,false,6,0.00
read,key-7,55.76,200,false,4,170.34
write,key-2,112.51,201,false,3,0.00
read,key-10,62.88,200,false,1,0.00
read,key-7,1.56,200,false,4,171.91
read,key-14,1.56,200,false,6,1.56
read,key-8,51.17,200,false,2,209.53
read,key-4,54.65,200,false,2,0.00
read,key-11,51.52,200,false,1,0.00
read,key-18,55.54,200,false,1,40.21
read,key-13,0.54,200,false,2,253.24
read,key-11,55.68,200,false,1,0.00
read,key-4,60.58,200,false,2,0.00
read,key-12,55.16,200,false,2,585.52
read,key-5,58.52,200,false,4,116.45
read,key-8,1.03,200,false,2,222.90
read,key-17,1.03,200,false,5,426.19
read,key-12,50.90,200,false,2,588.23
read,key-8,1.69,200,false,2,224.59
read,key-12,50.36,200,false,2,588.74
read,key-14,51.99,200,false,6,20.10
read,key-2,53.04,200,false,3,20.10
read,key-8,55.76,200,false,2,227.49
read,key-15,53.20,200,false,1,658.65
read,key-12,54.76,200,false,2,593.66
read,key-16,51.57,200,false,4,247.02
read,key-8,51.57,200,false,2,258.19
read,key-18,51.93,200,false,1,87.78
write,key-2,103.11,201,false,4,0.00
read,key-17,55.62,200,false,5,467.09
read,key-1,0.52,200,false,3,581.98
read,key-9,51.45,200,false,2,323.64
read,key-2,0.52,200,false,4,3.37
read,key-12,51.39,200,false,2,629.47
read,key-6,64.08,404,false,0,0.00
read,key-14,50.91,200,false,6,66.16
read,key-14,0.52,200,false,6,66.16
read,key-19,66.15,200,false,6,117.33
read,key-1,51.10,200,false,3,593.35
read,key-14,50.59,200,false,6,69.06
read,key-19,53.81,200,false,6,117.33
read,key-7,51.25,200,false,4,242.22
read,key-13,51.77,200,false,2,317.30
read,key-10,54.91,200,false,1,0.00
read,key-7,52.01,200,false,4,243.23
read,key-10,51.57,200,false,1,0.00
read,key-10,50.23,200,false,1,0.00
read,key-11,0.51,200,false,1,0.00
read,key-15,51.58,200,false,1,741.33
read,key-18,52.92,200,false,1,137.43
read,key-16,51.15,200,false,4,301.45
read,key-19,51.15,200,false,6,154.26
read,key-10,51.80,200,false,1,0.00
read,key-7,51.32,200,false,4,280.87
read,key-0,51.33,200,false,3,0.00
read,key-19,51.33,200,false,6,165.76
write,key-13,102.23,201,false,3,0.00
read,key-15,2.08,200,false,1,756.92
read,key-2,51.03,200,false,4,65.25
read,key-2,51.03,200,false,4,65.25
read,key-0,51.14,200,false,3,0.00
read,key-4,53.96,200,false,2,0.00
read,key-17,51.04,200,false,5,533.84
read,key-15,1.41,200,false,1,761.77
read,key-3,54.86,200,false,2,265.30
read,key-1,51.55,200,false,3,648.71
read,key-13,51.55,200,false,3,5.92
read,key-11,53.65,200,false,1,0.00
read,key-14,53.38,200,false,6,127.52
read,key-15,0.51,200,false,2,765.37
read,key-11,0.95,200,false,1,0.00
read,key-13,51.52,200,false,3,36.99
read,key-7,0.52,200,false,4,326.37
read,key-11,0.53,200,false,1,0.00
read,key-17,51.62,200,false,5,567.53
read,key-14,54.05,200,false,6,160.05
write,key-18,102.36,201,false,2,0.00
read,key-15,51.52,200,false,1,798.89
read,key-4,51.02,200,false,2,0.00
read,key-13,1.42,200,false,4,44.45
read,key-0,2.06,200,false,3,0.00
read,key-5,52.23,200,false,4,271.94
read,key-7,50.66,200,false,4,341.09
read,key-2,51.18,200,false,4,115.90
read,key-6,0.69,404,false,0,0.00
read,key-19,51.21,200,false,6,223.01
read,key-15,54.66,200,false,1,812.09
read,key-4,50.32,200,false,2,0.00
read,key-18,50.82,200,false,2,14.70
read,key-4,50.83,200,false,2,0.00
read,key-15,56.30,200,false,1,818.07
read,key-13,56.87,200,false,3,62.79
read,key-13,55.01,200,false,3,65.47
write,key-1,103.10,201,false,4,0.00
read,key-2,51.67,200,false,4,153.38
read,key-5,0.54,200,false,4,309.96
read,key-11,50.57,200,false,1,0.00
read,key-12,51.15,200,false,2,784.38
read,key-10,57.03,200,false,1,0.00
read,key-13,0.52,200,false,4,96.65
read,key-10,51.62,200,false,1,0.00
read,key-18,50.93,200,false,2,61.62
read,key-14,51.97,200,false,6,222.72
read,key-13,51.28,200,false,3,104.21
write,key-9,106.51,201,false,3,0.00
read,key-8,51.33,200,false,2,432.69
read,key-8,51.33,200,false,2,433.45
read,key-2,51.57,200,false,4,171.99
read,key-11,0.76,200,false,1,0.00
read,key-5,52.09,200,false,4,328.66
write,key-15,103.45,201,false,2,0.00
read,key-0,54.23,200,false,3,0.00
read,key-12,0.79,200,false,2,800.54
read,key-9,50.81,200,false,3,8.11
read,key-16,52.91,200,false,4,429.09
read,key-13,50.81,200,false,3,116.28
read,key-2,50.73,200,false,4,205.17
read,key-1,52.94,200,false,4,52.94
write,key-13,102.23,201,false,4,0.00
read,key-3,3.35,200,false,2,404.76
read,key-0,53.27,200,false,3,0.00
read,key-4,0.39,200,false,3,0.00
read,key-3,52.19,200,false,2,407.18
read,key-16,51.14,200,false,4,461.76
read,key-7,51.56,200,false,4,443.58
read,key-2,51.04,200,false,4,218.91
read,key-17,54.49,200,false,5,687.13
read,key-5,50.38,200,false,4,378.41
read,key-19,53.73,200,false,6,326.00
read,key-19,52.49,200,false,6,327.59
read,key-14,55.64,200,false,6,283.11
read,key-1,56.27,200,false,4,75.51
read,key-4,0.52,200,false,3,0.00
read,key-5,55.18,200,false,4,385.88
read,key-9,51.03,200,false,3,61.82
read,key-14,52.70,200,false,6,286.34
read,key-15,0.53,200,false,3,57.90
read,key-0,51.79,200,false,3,0.00
read,key-8,51.22,200,false,2,521.73
read,key-7,50.83,200,false,4,485.98
read,key-19,50.92,200,false,6,365.49
read,key-2,52.14,200,false,4,263.60
write,key-9,102.70,201,false,4,0.00
read,key-11,0.54,200,false,1,0.00
read,key-6,0.54,404,false,0,0.00
read,key-13,53.70,200,false,4,64.66
read,key-0,51.80,200,false,3,0.00
read,key-7,51.80,200,false,4,499.36
read,key-4,51.29,200,false,2,0.00
read,key-1,51.32,200,false,4,123.06
read,key-12,0.56,200,false,2,901.99
write,key-4,102.53,201,false,3,0.00
read,key-10,51.71,200,false,1,0.00
read,key-13,51.19,200,false,4,72.54
write,key-1,102.70,201,false,5,0.00
read,key-8,50.64,200,false,2,541.94
read,key-8,51.36,200,false,2,543.80
read,key-15,51.43,200,false,2,109.33
read,key-0,51.53,200,false,3,0.00
read,key-2,51.00,200,false,4,311.27
read,key-18,0.52,200,false,2,206.06
read,key-18,1.60,200,false,2,207.66
write,key-2,107.20,201,false,5,0.00
read,key-7,51.55,200,false,4,539.12
read,key-11,51.10,200,false,1,0.00
read,key-6,51.66,404,false,0,0.00
read,key-15,55.02,200,false,2,141.68
write,key-15,102.16,201,false,3,0.00
read,key-10,51.71,200,false,1,0.00
read,key-6,0.60,404,false,0,0.00
read,key-1,50.60,200,false,5,44.81
read,key-2,51.70,200,false,5,13.01
read,key-17,51.70,200,false,5,790.64
read,key-19,0.53,200,false,6,429.52
read,key-19,52.67,200,false,6,432.66
read,key-0,52.09,200,false,3,0.00
read,key-1,50.80,200,false,5,50.80
read,key-11,51.32,200,false,1,0.00
read,key-15,51.33,200,false,3,10.73
read,key-2,0.51,200,false,5,18.94
read,key-14,0.53,200,false,7,387.18
read,key-12,50.55,200,false,2,958.00
read,key-9,51.68,200,false,4,71.54
read,key-1,51.92,200,false,5,83.21
read,key-19,51.33,200,false,6,468.37
read,key-5,51.69,200,false,4,522.98
read,key-10,54.07,200,false,1,0.00
read,key-12,51.71,200,false,2,992.63
read,key-1,51.71,200,false,5,87.54
read,key-11,1.70,200,false,1,0.00
read,key-16,51.09,200,false,4,622.46
read,key-16,52.03,200,false,4,626.73
read,key-16,52.18,200,false,4,627.25
read,key-19,53.97,200,false,6,483.49
read,key-19,54.50,200,false,6,483.49
read,key-14,52.09,200,false,6,436.48
read,key-9,51.59,200,false,4,118.04
write,key-17,102.31,201,false,6,0.00
read,key-7,52.15,200,false,4,608.11
read,key-6,1.28,404,false,0,0.00
read,key-18,51.68,200,false,2,278.28
read,key-17,53.28,200,false,6,3.34
read,key-7,52.73,200,false,4,610.80
read,key-11,6.92,200,false,1,0.00
read,key-6,8.28,404,false,0,0.00
read,key-3,60.74,200,false,2,591.60
read,key-14,52.20,200,false,6,470.23
write,key-14,102.52,201,false,7,0.00
read,key-19,0.55,200,false,6,519.05
read,key-19,50.11,200,false,6,520.16
read,key-4,51.12,200,false,3,140.10
read,key-4,50.98,200,false,3,142.23
read,key-13,55.44,200,false,4,213.95
read,key-14,51.73,200,false,7,8.51
read,key-0,0.53,200,false,3,0.00
read,key-10,0.59,200,false,1,0.00
read,key-9,0.00,200,false,4,161.42
read,key-8,51.45,200,false,2,689.35
read,key-7,50.92,200,false,4,653.07
read,key-7,0.96,200,false,4,654.03
read,key-16,51.48,200,false,4,682.93
read,key-9,52.26,200,false,4,169.03
read,key-7,51.50,200,false,4,658.33
read,key-7,51.64,200,false,4,659.75
read,key-15,56.02,200,false,3,118.44
read,key-12,50.81,200,false,2,1067.83
read,key-5,51.47,200,false,4,601.40
read,key-1,61.12,200,false,5,166.76
read,key-14,53.49,200,false,7,33.99
read,key-18,0.51,200,false,2,344.68
read,key-13,51.29,200,false,4,259.24
read,key-10,50.74,200,false,1,0.00
read,key-12,51.47,200,false,2,1093.64
write,key-14,102.54,201,false,8,0.00
read,key-0,53.68,200,false,3,0.00
read,key-17,51.55,200,false,6,89.46
read,key-14,50.92,200,false,8,2.26
read,key-12,0.57,200,false,2,1097.42
read,key-18,51.87,200,false,2,372.21
read,key-8,50.19,200,false,2,739.54
read,key-1,53.35,200,false,5,202.22
read,key-12,51.17,200,false,2,1108.91
read,key-10,51.17,200,false,1,0.00
write,key-3,102.45,201,false,3,0.00
read,key-8,50.82,200,false,2,747.35
read,key-17,52.75,200,false,6,104.54
read,key-3,53.59,200,false,3,7.72
read,key-4,51.45,200,false,3,216.20
read,key-0,51.12,200,false,3,0.00
read,key-0,50.79,200,false,3,0.00
read,key-16,51.28,200,false,4,751.45
read,key-12,51.59,200,false,2,1143.38
read,key-10,51.59,200,false,1,0.00
read,key-10,51.39,200,false,1,0.00
read,key-16,51.42,200,false,4,771.76
read,key-16,50.86,200,false,4,774.47
read,key-17,52.43,200,false,6,141.89
read,key-2,50.86,200,false,5,212.42
